id,status,coord_x,coord_y,time
1489,Dead By Crowd,394432.1098914385,4440550.656098734,75
2634,Dead By Crowd,394432.0808874415,4440556.330754505,75
2109,Dead By Crowd,394432.1466308564,4440543.468001517,75
731,Dead By Crowd,394432.2996080063,4440513.982985544,75
791,Dead By Crowd,394432.442665983,4440486.767354144,75
4420,Dead By Crowd,394432.43854982173,4440487.550420768,75
2067,Dead By Crowd,394431.90149452013,4440591.379105165,79
1064,Dead By Crowd,394432.125112467,4440547.678092033,79
584,Dead By Crowd,394432.26817358827,4440519.963131191,79
4990,Dead By Crowd,394432.3907009332,4440496.65328763,79
1470,Dead By Crowd,394432.49694725394,4440476.397930429,79
4972,Dead By Crowd,394432.5229242945,4440471.355301379,79
3671,Dead By Crowd,394432.2439744593,4440524.566821169,80
3407,Dead By Crowd,394432.53422447806,4440469.161724569,80
214,Dead By Crowd,394431.9590257862,4440580.173087206,81
471,Dead By Crowd,394432.1232665436,4440548.039248461,81
4283,Dead By Crowd,394432.33562717243,4440507.1306284005,81
3388,Dead By Crowd,394432.37073809997,4440500.451056354,81
2160,Dead By Crowd,394432.3824728332,4440498.218617581,81
3548,Dead By Crowd,394432.41215619544,4440492.571596254,81
4999,Dead By Crowd,394432.4655310076,4440482.41746679,81
4956,Dead By Crowd,394432.5245173986,4440471.046050105,81
2741,Dead By Crowd,394432.53422447806,4440469.161724569,81
1829,Dead By Crowd,394431.9688805086,4440578.245002684,85
3813,Dead By Crowd,394432.11767865776,4440549.132522899,85
4492,Dead By Crowd,394432.1348353662,4440545.775798835,85
1643,Dead By Crowd,394432.37139716616,4440500.3256743075,85
2883,Dead By Crowd,394432.4118280193,4440492.634029125,85
318,Dead By Crowd,394432.4870156173,4440478.3258467,85
1146,Dead By Crowd,394432.5171399973,4440472.478141576,85
4530,Dead By Crowd,394432.51712905854,4440472.480264991,85
1315,Dead By Crowd,394432.11261616217,4440550.123004312,88
3470,Dead By Crowd,394432.08457190107,4440555.609886974,88
1329,Dead By Crowd,394432.23904616636,4440525.504389334,88
4367,Dead By Crowd,394432.28990263084,4440515.829355309,88
4959,Dead By Crowd,394432.3364080614,4440506.9820705475,88
570,Dead By Crowd,394432.45588058204,4440484.253382776,88
1800,Dead By Crowd,394432.444573433,4440486.404477091,88
2531,Dead By Crowd,394432.53422447806,4440469.161724569,88
989,Dead By Crowd,394432.2370514456,4440525.88386894,99
3625,Dead By Crowd,394432.3577026727,4440502.930941728,99
2494,Dead By Crowd,394432.37002265913,4440500.587163228,99
3933,Dead By Crowd,394432.43491829775,4440488.241289053,99
2097,Dead By Crowd,394432.4929052643,4440477.182556149,99
2558,Dead By Crowd,394432.3242142912,4440509.301837425,108
3980,Dead By Crowd,394432.3679305607,4440500.985168155,108
1216,Dead By Crowd,394432.4659442573,4440482.338849364,108
2787,Dead By Crowd,394432.2482778175,4440523.748141828,109
2849,Dead By Crowd,394432.19329613226,4440534.337902067,109
710,Dead By Crowd,394432.2120932175,4440530.660236948,109
3268,Dead By Crowd,394432.25718684896,4440522.053270122,109
3783,Dead By Crowd,394431.97112910333,4440577.805063293,111
143,Dead By Crowd,394432.26371810253,4440520.810751573,111
589,Dead By Crowd,394432.3019720769,4440513.533240102,111
3170,Dead By Crowd,394432.3276127102,4440508.655315501,111
1757,Dead By Crowd,394432.49164563057,4440477.427074601,111
287,Dead By Crowd,394431.9210856013,4440587.567480758,115
1501,Dead By Crowd,394432.2240706112,4440528.353368467,115
558,Dead By Crowd,394432.2533899718,4440522.775595515,115
2611,Dead By Crowd,394432.4983097033,4440476.133453543,115
4953,Dead By Crowd,394432.5037776586,4440475.072021231,115
3378,Dead By Crowd,394432.10643434763,4440551.332481392,118
