id,status,coord_x,coord_y,time
2860,Dead By Crowd,395551.7230469946,4441064.773376575,174
591,Dead By Crowd,395551.7548931405,4441041.276600898,174
2398,Dead By Crowd,395551.8081803195,4441001.960166951,174
3977,Dead By Crowd,395551.8236033168,4441077.636487263,175
3379,Dead By Crowd,395551.72958369367,4441059.950458529,175
4848,Dead By Crowd,395551.7595641154,4441037.830254556,175
826,Dead By Crowd,395551.79554539826,4441011.282485292,175
3309,Dead By Crowd,395551.79946234595,4441008.392476509,175
4121,Dead By Crowd,395551.80352936004,4441005.391745485,175
3223,Dead By Crowd,395551.81032574875,4440996.383412053,175
2903,Dead By Crowd,395551.7512063571,4441043.996789507,176
3494,Dead By Crowd,395551.79148140363,4441014.280988481,176
4995,Dead By Crowd,395551.7950316617,4441011.661531235,176
219,Dead By Crowd,395551.80169856286,4441006.742547273,176
4640,Dead By Crowd,395551.8104387146,4440997.222044238,176
944,Dead By Crowd,395551.7923260909,4441013.657759923,178
3399,Dead By Crowd,395551.8036865033,4441005.275801764,178
2181,Dead By Crowd,395551.76058799686,4441037.074812603,179
3970,Dead By Crowd,395551.77074407507,4441029.581438318,179
567,Dead By Crowd,395551.78249455563,4441020.911679446,179
4001,Dead By Crowd,395551.78976998775,4441015.543708149,179
2733,Dead By Crowd,395551.81060475874,4440998.4547173735,179
3237,Dead By Crowd,395551.8106439293,4440998.745510125,179
4797,Dead By Crowd,395551.810372865,4440996.733192321,179
490,Dead By Crowd,395551.81021455745,4440995.557954176,179
4384,Dead By Crowd,395551.76539181184,4441033.53045395,184
4554,Dead By Crowd,395551.7757877035,4441025.860140074,184
1094,Dead By Crowd,395551.7419458828,4441050.829367865,185
88,Dead By Crowd,395551.8057446059,4441003.7572891535,185
3732,Dead By Crowd,395551.78086838766,4441022.111501331,186
3672,Dead By Crowd,395551.8068083839,4441002.972410686,186
4160,Dead By Crowd,395551.8099463832,4440993.567090602,186
2739,Dead By Crowd,395551.7277559513,4441061.299006424,187
2742,Dead By Crowd,395551.7826673348,4441020.784199244,187
2831,Dead By Crowd,395551.800517198,4441007.614183844,187
1652,Dead By Crowd,395551.8088926703,4441001.4345790995,187
3211,Dead By Crowd,395551.8103526255,4440996.58293908,187
626,Dead By Crowd,395551.81005241635,4440994.354256154,187
37,Dead By Crowd,395551.7978618938,4441009.573324766,200
