id,status,coord_x,coord_y,time
2358,Dead By Crowd,395521.0298521922,4441396.530051563,90
1730,Dead By Crowd,395511.6830472311,4441396.508133012,90
1772,Dead By Crowd,395497.2012437003,4441396.474172727,90
4307,Dead By Crowd,395480.56300264853,4441396.43515553,90
3220,Dead By Crowd,395470.99196639325,4441396.41271115,90
3540,Dead By Crowd,395437.72778222285,4441396.334705593,90
1145,Dead By Crowd,395431.509473544,4441396.320123465,90
4336,Dead By Crowd,395462.76643786783,4441396.393422027,92
3549,Dead By Crowd,395455.2409947662,4441396.375774627,92
122,Dead By Crowd,395449.2748379871,4441396.361783802,92
765,Dead By Crowd,395447.21246190555,4441396.356947465,92
2506,Dead By Crowd,395435.2854492466,4441396.328978246,92
3059,Dead By Crowd,395432.2401012511,4441396.32183681,92
1071,Dead By Crowd,395488.1437961291,4441396.452932728,93
4091,Dead By Crowd,395464.47944906313,4441396.397439092,93
1515,Dead By Crowd,395456.2932383067,4441396.37824217,93
4135,Dead By Crowd,395447.3280133357,4441396.357218437,93
2283,Dead By Crowd,395433.63026937906,4441396.325096797,93
252,Dead By Crowd,395431.25977922574,4441396.319537924,93
4757,Dead By Crowd,395430.24930589955,4441396.317168332,93
2569,Dead By Crowd,395508.32189434924,4441396.500251003,95
2458,Dead By Crowd,395480.3597430931,4441396.43467888,95
2925,Dead By Crowd,395447.86328441097,4441396.358473664,95
1491,Dead By Crowd,395431.28467716806,4441396.31959631,95
211,Dead By Crowd,395546.7269065922,4441396.590311962,96
2646,Dead By Crowd,395527.818691946,4441396.545971605,96
4926,Dead By Crowd,395511.044529814,4441396.506635668,96
4656,Dead By Crowd,395454.5161954523,4441396.37407495,96
278,Dead By Crowd,395447.16575817764,4441396.356837943,96
644,Dead By Crowd,395439.33799150813,4441396.338481585,96
1288,Dead By Crowd,395519.197053489,4441396.525753592,99
4258,Dead By Crowd,395502.20156317187,4441396.4858986335,99
2148,Dead By Crowd,395441.42511656095,4441396.3433759585,99
583,Dead By Crowd,395519.07899661514,4441396.525476745,100
4368,Dead By Crowd,395503.9420990801,4441396.489980245,100
1369,Dead By Crowd,395494.9157458641,4441396.468813163,100
1280,Dead By Crowd,395466.2692915978,4441396.401636329,100
2631,Dead By Crowd,395450.1403925521,4441396.363813554,100
43,Dead By Crowd,395445.9131412444,4441396.353900517,100
3051,Dead By Crowd,395437.4401229375,4441396.334031023,100
1503,Dead By Crowd,395438.5578503269,4441396.336652129,100
4855,Dead By Crowd,395437.4381970131,4441396.334026507,100
4105,Dead By Crowd,395434.37350835284,4441396.326839716,100
4950,Dead By Crowd,395484.8553741202,4441396.445221276,105
1117,Dead By Crowd,395479.6274294256,4441396.432961581,105
3107,Dead By Crowd,395479.1963592411,4441396.431950708,105
21,Dead By Crowd,395466.9341436638,4441396.403195428,105
3972,Dead By Crowd,395462.8403317746,4441396.393595311,105
