id,status,coord_x,coord_y,time
3320,Dead By Crowd,395002.03741854994,4441060.693546134,84
4762,Dead By Crowd,395001.95665447187,4441055.444806282,84
1242,Dead By Crowd,395000.7534746751,4441004.7128409995,84
2017,Dead By Crowd,395000.5709341211,4440999.577596622,84
3528,Dead By Crowd,395000.40496458503,4440994.908529347,84
3095,Dead By Crowd,395000.4174980992,4440995.261123096,84
1462,Dead By Crowd,395000.32510084903,4440992.661796814,84
2832,Dead By Crowd,395001.3413349593,4441021.250570031,98
2021,Dead By Crowd,395000.96270159434,4441010.59882818,98
676,Dead By Crowd,395000.7052805777,4441003.357041083,98
3641,Dead By Crowd,395000.4377972903,4440995.832181441,98
111,Dead By Crowd,395001.53144811786,4440902.116494702,185
81,Dead By Crowd,395001.3635096535,4440878.421067752,185
4425,Dead By Crowd,395001.34657983616,4440876.029470748,185
4327,Dead By Crowd,395001.3834614833,4440881.239570479,189
740,Dead By Crowd,395001.2606782056,4440863.560028281,189
2070,Dead By Crowd,395001.5478005312,4440904.2671518335,191
2788,Dead By Crowd,395001.36298211216,4440878.346544426,191
3688,Dead By Crowd,395001.2870721502,4440867.609975835,191
4808,Dead By Crowd,395001.2343818903,4440859.525061196,191
1222,Dead By Crowd,395001.42135267024,4440886.592283234,209
4285,Dead By Crowd,395001.40502274036,4440884.285429555,209
1474,Dead By Crowd,395001.28227990965,4440866.874643429,209
2784,Dead By Crowd,395001.2645185524,4440864.14929993,209
1891,Dead By Crowd,395001.22759665013,4440858.483918342,209
2807,Dead By Crowd,395001.3738228692,4440879.87796804,218
2081,Dead By Crowd,395001.3761005224,4440880.1997215785,218
3030,Dead By Crowd,396364.0307007342,4440523.406442137,75
1748,Dead By Crowd,396364.02581956255,4440564.658096467,75
4727,Dead By Crowd,396364.0350515886,4440486.636593123,76
3387,Dead By Crowd,396364.03398,4440495.692779888,76
2644,Dead By Crowd,396364.0334628152,4440500.063600968,76
904,Dead By Crowd,396364.0313333432,4440518.060150422,76
578,Dead By Crowd,396364.02954732854,4440533.154079384,76
2516,Dead By Crowd,396364.0282774894,4440543.885716975,76
2637,Dead By Crowd,396364.033494225,4440499.798151275,78
2663,Dead By Crowd,396364.03306667425,4440503.411459276,78
781,Dead By Crowd,396364.02887335606,4440538.8499411885,78
2979,Dead By Crowd,396364.0277845197,4440548.051892372,78
1533,Dead By Crowd,396364.0270880377,4440553.937986244,78
2176,Dead By Crowd,396364.03037323785,4440526.174171941,80
1783,Dead By Crowd,396364.02808009123,4440545.553964619,80
4967,Dead By Crowd,396364.0269389436,4440555.198007036,80
2428,Dead By Crowd,396364.02458473877,4440575.093813179,80
278,Dead By Crowd,396364.02443139383,4440576.389758799,80
1567,Dead By Crowd,396364.02740239166,4440551.281324668,81
1028,Dead By Crowd,396364.025024377,4440571.378352313,81
2010,Dead By Crowd,396364.0247146494,4440573.9959149435,81
990,Dead By Crowd,396364.03221662354,4440510.595389876,83
3979,Dead By Crowd,396364.0248296367,4440573.02413728,83
84,Dead By Crowd,396364.02479081723,4440573.352207276,83
3546,Dead By Crowd,396364.0351638794,4440485.687603229,84
4659,Dead By Crowd,396364.0308256071,4440522.35111887,84
4809,Dead By Crowd,396364.02978436305,4440531.150858386,84
803,Dead By Crowd,396364.0290150872,4440537.652146474,84
4101,Dead By Crowd,396364.0256585081,4440566.019196352,84
3085,Dead By Crowd,396364.02570264164,4440565.646215961,84
4936,Dead By Crowd,396364.0253009593,4440569.040905431,84
1745,Dead By Crowd,396364.0245609067,4440575.295222527,84
4272,Dead By Crowd,396364.02876881196,4440539.733462386,88
4255,Dead By Crowd,396364.0263731158,4440559.979919075,88
4257,Dead By Crowd,396364.03262942994,4440507.106688954,90
2963,Dead By Crowd,396364.02658983244,4440558.148408153,90
2470,Dead By Crowd,396364.0249858977,4440571.70354756,90
1441,Dead By Crowd,396364.02443139383,4440576.389758799,90
