id,status,coord_x,coord_y,time
132,Arrived,395975.96168196906,4441392.69043471,1
181,Arrived,395975.96168196906,4441392.69043471,1
680,Arrived,395975.96168196906,4441392.69043471,1
989,Arrived,395975.96168196906,4441392.69043471,1
1041,Arrived,395975.96168196906,4441392.69043471,1
1280,Arrived,395975.96168196906,4441392.69043471,1
1324,Arrived,395975.96168196906,4441392.69043471,1
1501,Arrived,395975.96168196906,4441392.69043471,1
2065,Arrived,395975.96168196906,4441392.69043471,1
2172,Arrived,395975.96168196906,4441392.69043471,1
2317,Arrived,395975.96168196906,4441392.69043471,1
2348,Arrived,395975.96168196906,4441392.69043471,1
2457,Arrived,395975.96168196906,4441392.69043471,1
2532,Arrived,395975.96168196906,4441392.69043471,1
2694,Arrived,395975.96168196906,4441392.69043471,1
2787,Arrived,395975.96168196906,4441392.69043471,1
2945,Arrived,395975.96168196906,4441392.69043471,1
3007,Arrived,395975.96168196906,4441392.69043471,1
3497,Arrived,395975.96168196906,4441392.69043471,1
3664,Arrived,395975.96168196906,4441392.69043471,1
3759,Arrived,395975.96168196906,4441392.69043471,1
3882,Arrived,395975.96168196906,4441392.69043471,1
3898,Arrived,395975.96168196906,4441392.69043471,1
4010,Arrived,395975.96168196906,4441392.69043471,1
4465,Arrived,395975.96168196906,4441392.69043471,1
4488,Arrived,395975.96168196906,4441392.69043471,1
4585,Arrived,395975.96168196906,4441392.69043471,1
4619,Arrived,395975.96168196906,4441392.69043471,1
2043,Arrived,395975.96168196906,4441392.69043471,1
382,Arrived,395975.96168196906,4441392.69043471,1
2934,Arrived,395975.96168196906,4441392.69043471,1
4085,Arrived,395975.96168196906,4441392.69043471,1
4061,Arrived,395975.96168196906,4441392.69043471,1
248,Arrived,395975.96168196906,4441392.69043471,3
4838,Arrived,395975.96168196906,4441392.69043471,4
623,Arrived,395975.96168196906,4441392.69043471,5
1145,Arrived,395975.96168196906,4441392.69043471,5
1683,Arrived,395975.96168196906,4441392.69043471,5
1579,Arrived,395975.96168196906,4441392.69043471,6
237,Arrived,395975.96168196906,4441392.69043471,6
2437,Arrived,395975.96168196906,4441392.69043471,6
3409,Arrived,395975.96168196906,4441392.69043471,8
1761,Arrived,395975.96168196906,4441392.69043471,9
2690,Arrived,395975.96168196906,4441392.69043471,9
3193,Arrived,395975.96168196906,4441392.69043471,10
1070,Arrived,395975.96168196906,4441392.69043471,11
2080,Arrived,395975.96168196906,4441392.69043471,12
4613,Arrived,395975.96168196906,4441392.69043471,12
3098,Arrived,395975.96168196906,4441392.69043471,13
98,Arrived,395975.96168196906,4441392.69043471,14
326,Arrived,395975.96168196906,4441392.69043471,14
1239,Arrived,395975.96168196906,4441392.69043471,14
318,Arrived,395975.96168196906,4441392.69043471,14
2599,Arrived,395975.96168196906,4441392.69043471,15
1656,Arrived,395975.96168196906,4441392.69043471,15
804,Arrived,395975.96168196906,4441392.69043471,16
612,Arrived,395975.96168196906,4441392.69043471,16
1743,Arrived,395975.96168196906,4441392.69043471,16
3816,Arrived,395975.96168196906,4441392.69043471,17
57,Arrived,395975.96168196906,4441392.69043471,20
1003,Arrived,395975.96168196906,4441392.69043471,21
2343,Arrived,395975.96168196906,4441392.69043471,21
4711,Arrived,395975.96168196906,4441392.69043471,21
3430,Arrived,395975.96168196906,4441392.69043471,22
3950,Arrived,395975.96168196906,4441392.69043471,23
4143,Arrived,395975.96168196906,4441392.69043471,24
3512,Arrived,395975.96168196906,4441392.69043471,25
161,Arrived,395975.96168196906,4441392.69043471,25
3470,Arrived,395975.96168196906,4441392.69043471,26
1780,Arrived,395975.96168196906,4441392.69043471,27
4605,Arrived,395975.96168196906,4441392.69043471,27
3020,Arrived,395975.96168196906,4441392.69043471,29
3044,Arrived,395975.96168196906,4441392.69043471,29
4923,Arrived,395975.96168196906,4441392.69043471,30
1185,Arrived,395975.96168196906,4441392.69043471,30
2136,Arrived,395975.96168196906,4441392.69043471,30
2368,Arrived,395975.96168196906,4441392.69043471,30
1319,Arrived,395975.96168196906,4441392.69043471,30
1388,Arrived,395975.96168196906,4441392.69043471,31
3248,Arrived,395975.96168196906,4441392.69043471,31
691,Arrived,395975.96168196906,4441392.69043471,32
4435,Arrived,395975.96168196906,4441392.69043471,32
1700,Arrived,395975.96168196906,4441392.69043471,32
3802,Arrived,395975.96168196906,4441392.69043471,33
4611,Arrived,395975.96168196906,4441392.69043471,33
1053,Arrived,395975.96168196906,4441392.69043471,33
879,Arrived,395975.96168196906,4441392.69043471,34
3823,Arrived,395975.96168196906,4441392.69043471,34
2730,Arrived,395975.96168196906,4441392.69043471,34
579,Arrived,395975.96168196906,4441392.69043471,36
4470,Arrived,395975.96168196906,4441392.69043471,37
2479,Arrived,395975.96168196906,4441392.69043471,37
4967,Arrived,395975.96168196906,4441392.69043471,37
3228,Arrived,395975.96168196906,4441392.69043471,37
393,Arrived,395975.96168196906,4441392.69043471,38
2501,Arrived,395975.96168196906,4441392.69043471,38
331,Arrived,395975.96168196906,4441392.69043471,38
562,Arrived,395975.96168196906,4441392.69043471,38
262,Arrived,395975.96168196906,4441392.69043471,38
2449,Arrived,395975.96168196906,4441392.69043471,39
1508,Arrived,395975.96168196906,4441392.69043471,39
3770,Arrived,395975.96168196906,4441392.69043471,39
3310,Arrived,395975.96168196906,4441392.69043471,39
4244,Arrived,395975.96168196906,4441392.69043471,39
4785,Arrived,395975.96168196906,4441392.69043471,39
2776,Arrived,395975.96168196906,4441392.69043471,39
2936,Arrived,395975.96168196906,4441392.69043471,40
724,Arrived,395975.96168196906,4441392.69043471,40
437,Arrived,395975.96168196906,4441392.69043471,40
4214,Arrived,395975.96168196906,4441392.69043471,41
91,Arrived,395975.96168196906,4441392.69043471,41
1235,Arrived,395975.96168196906,4441392.69043471,41
4382,Arrived,395975.96168196906,4441392.69043471,41
819,Arrived,395975.96168196906,4441392.69043471,43
2746,Arrived,395975.96168196906,4441392.69043471,45
3539,Arrived,395975.96168196906,4441392.69043471,46
3102,Arrived,395975.96168196906,4441392.69043471,46
1617,Arrived,395975.96168196906,4441392.69043471,47
2287,Arrived,395975.96168196906,4441392.69043471,47
4473,Arrived,395975.96168196906,4441392.69043471,47
1758,Arrived,395975.96168196906,4441392.69043471,47
4063,Arrived,395975.96168196906,4441392.69043471,48
549,Arrived,395975.96168196906,4441392.69043471,48
3211,Arrived,395975.96168196906,4441392.69043471,48
4306,Arrived,395975.96168196906,4441392.69043471,48
2213,Arrived,395975.96168196906,4441392.69043471,49
3900,Arrived,395975.96168196906,4441392.69043471,51
1256,Arrived,395975.96168196906,4441392.69043471,52
4077,Arrived,395975.96168196906,4441392.69043471,54
620,Arrived,395975.96168196906,4441392.69043471,56
1352,Arrived,395975.96168196906,4441392.69043471,57
3822,Arrived,395975.96168196906,4441392.69043471,60
152,Arrived,395975.96168196906,4441392.69043471,62
4056,Arrived,395975.96168196906,4441392.69043471,62
2824,Arrived,395975.96168196906,4441392.69043471,62
3086,Arrived,395975.96168196906,4441392.69043471,63
2974,Arrived,395975.96168196906,4441392.69043471,63
2958,Arrived,395975.96168196906,4441392.69043471,64
1403,Arrived,395975.96168196906,4441392.69043471,64
3916,Arrived,395975.96168196906,4441392.69043471,66
3683,Arrived,395975.96168196906,4441392.69043471,67
1766,Arrived,395975.96168196906,4441392.69043471,68
799,Arrived,395975.96168196906,4441392.69043471,68
3650,Arrived,395975.96168196906,4441392.69043471,68
2265,Arrived,395975.96168196906,4441392.69043471,69
4752,Arrived,395975.96168196906,4441392.69043471,69
4671,Arrived,395975.96168196906,4441392.69043471,71
2232,Arrived,395975.96168196906,4441392.69043471,71
3273,Arrived,395975.96168196906,4441392.69043471,72
1018,Arrived,395975.96168196906,4441392.69043471,72
1260,Arrived,395975.96168196906,4441392.69043471,73
3581,Arrived,395975.96168196906,4441392.69043471,74
2345,Arrived,395975.96168196906,4441392.69043471,75
3657,Arrived,395975.96168196906,4441392.69043471,75
363,Arrived,395975.96168196906,4441392.69043471,76
3553,Arrived,395975.96168196906,4441392.69043471,76
913,Arrived,395975.96168196906,4441392.69043471,77
4870,Arrived,395975.96168196906,4441392.69043471,77
2840,Arrived,395975.96168196906,4441392.69043471,78
386,Arrived,395975.96168196906,4441392.69043471,78
4362,Arrived,395975.96168196906,4441392.69043471,78
1843,Arrived,395975.96168196906,4441392.69043471,79
2606,Arrived,395975.96168196906,4441392.69043471,79
1091,Arrived,395975.96168196906,4441392.69043471,79
1868,Arrived,395975.96168196906,4441392.69043471,79
2004,Arrived,395975.96168196906,4441392.69043471,79
2117,Arrived,395975.96168196906,4441392.69043471,80
2341,Arrived,395975.96168196906,4441392.69043471,80
1846,Arrived,395975.96168196906,4441392.69043471,80
936,Arrived,395975.96168196906,4441392.69043471,80
1910,Arrived,395975.96168196906,4441392.69043471,81
1588,Arrived,395975.96168196906,4441392.69043471,82
4370,Arrived,395975.96168196906,4441392.69043471,82
12,Arrived,395975.96168196906,4441392.69043471,82
3523,Arrived,395975.96168196906,4441392.69043471,83
3881,Arrived,395975.96168196906,4441392.69043471,84
1898,Arrived,395975.96168196906,4441392.69043471,85
3667,Arrived,395975.96168196906,4441392.69043471,86
1309,Arrived,395975.96168196906,4441392.69043471,86
4690,Arrived,395975.96168196906,4441392.69043471,87
887,Arrived,395975.96168196906,4441392.69043471,87
1127,Arrived,395975.96168196906,4441392.69043471,87
3255,Arrived,395975.96168196906,4441392.69043471,88
1230,Arrived,395975.96168196906,4441392.69043471,88
2455,Arrived,395975.96168196906,4441392.69043471,89
2835,Arrived,395975.96168196906,4441392.69043471,91
2665,Arrived,395975.96168196906,4441392.69043471,92
3165,Arrived,395975.96168196906,4441392.69043471,92
2199,Arrived,395975.96168196906,4441392.69043471,92
3696,Arrived,395975.96168196906,4441392.69043471,93
